,Periodo,Tienda,Nombre_Producto,Temporada,Cantidad
29155,2019-06-01,23702,CAMISETA MUJER,PV,59.0
29167,2019-06-01,23702,PANTALON HOMBRE,PV,13.0
29168,2019-06-01,23702,PANTALON MUJER,PV,35.0
29176,2019-06-01,23702,PUNTO MANGA LARGA MUJER,PV,13.0
29192,2019-06-01,23901,BOLSO BANDOLERA MUJER,PV,6.0
29196,2019-06-01,23901,CAMISA MANGA LARGA MUJER,PV,30.0
29197,2019-06-01,23901,CAMISETA MUJER,PV,37.0
29209,2019-06-01,23901,PANTALON MUJER,PV,58.0
29214,2019-06-01,23901,PUNTO MANGA LARGA MUJER,PV,28.0
29227,2019-06-01,24102,BOLSO BANDOLERA MUJER,PV,12.0
29231,2019-06-01,24102,CAMISA HOMBRE,PV,55.0
29232,2019-06-01,24102,CAMISA MANGA LARGA MUJER,PV,17.0
29233,2019-06-01,24102,CAMISETA MUJER,PV,60.0
29248,2019-06-01,24102,PANTALON HOMBRE,PV,46.0
29249,2019-06-01,24102,PANTALON MUJER,PV,31.0
29257,2019-06-01,24102,PUNTO MANGA LARGA MUJER,PV,18.0
29272,2019-06-01,24602,BOLSO BANDOLERA MUJER,PV,9.0
29277,2019-06-01,24602,CAMISA HOMBRE,PV,42.0
29278,2019-06-01,24602,CAMISA MANGA LARGA MUJER,PV,21.0
29279,2019-06-01,24602,CAMISETA MUJER,PV,62.0
29295,2019-06-01,24602,PANTALON HOMBRE,PV,48.0
29296,2019-06-01,24602,PANTALON MUJER,PV,35.0
29304,2019-06-01,24602,PUNTO MANGA LARGA MUJER,PV,14.0
29320,2019-06-01,24802,BOLSO BANDOLERA MUJER,PV,9.0
29324,2019-06-01,24802,CAMISA HOMBRE,PV,34.0
29325,2019-06-01,24802,CAMISA MANGA LARGA MUJER,PV,53.0
29326,2019-06-01,24802,CAMISETA MUJER,PV,118.0
29344,2019-06-01,24802,PANTALON HOMBRE,PV,35.0
29345,2019-06-01,24802,PANTALON MUJER,PV,89.0
29353,2019-06-01,24802,PUNTO MANGA LARGA MUJER,PV,39.0
29368,2019-06-01,25002,BOLSO BANDOLERA MUJER,PV,10.0
29372,2019-06-01,25002,CAMISA MANGA LARGA MUJER,PV,12.0
29373,2019-06-01,25002,CAMISETA MUJER,PV,51.0
29385,2019-06-01,25002,PANTALON MUJER,PV,32.0
29390,2019-06-01,25002,PUNTO MANGA LARGA MUJER,PV,6.0
29401,2019-06-01,26001,BOLSO BANDOLERA MUJER,PV,52.0
29406,2019-06-01,26001,CAMISA HOMBRE,PV,33.0
29407,2019-06-01,26001,CAMISA MANGA LARGA MUJER,PV,33.0
29408,2019-06-01,26001,CAMISETA MUJER,PV,126.0
29425,2019-06-01,26001,PANTALON HOMBRE,PV,12.0
29426,2019-06-01,26001,PANTALON MUJER,PV,94.0
29434,2019-06-01,26001,PUNTO MANGA LARGA MUJER,PV,33.0
29448,2019-06-01,26009,CAMISA MANGA LARGA MUJER,PV,1.0
29449,2019-06-01,26009,CAMISETA MUJER,PV,1.0
29452,2019-06-01,26009,PANTALON MUJER,PV,2.0
29458,2019-06-01,39601,BOLSO BANDOLERA MUJER,PV,3.0
29461,2019-06-01,39601,CAMISA HOMBRE,PV,5.0
29462,2019-06-01,39601,CAMISA MANGA LARGA MUJER,PV,6.0
29463,2019-06-01,39601,CAMISETA MUJER,PV,21.0
29474,2019-06-01,39601,PANTALON HOMBRE,PV,2.0
29475,2019-06-01,39601,PANTALON MUJER,PV,14.0
29481,2019-06-01,39601,PUNTO MANGA LARGA MUJER,PV,18.0
29488,2019-06-01,39606,CAMISA HOMBRE,PV,5.0
29489,2019-06-01,39606,CAMISETA MUJER,PV,5.0
29494,2019-06-01,39606,PANTALON HOMBRE,PV,3.0
29495,2019-06-01,39606,PANTALON MUJER,PV,1.0
29501,2019-06-01,39606,PUNTO MANGA LARGA MUJER,PV,6.0
29510,2019-06-01,91592,BOLSO BANDOLERA MUJER,PV,11.0
29513,2019-06-01,91592,CAMISA HOMBRE,PV,83.0
29514,2019-06-01,91592,CAMISA MANGA LARGA MUJER,PV,37.0
29515,2019-06-01,91592,CAMISETA MUJER,PV,89.0
29531,2019-06-01,91592,PANTALON HOMBRE,PV,43.0
29532,2019-06-01,91592,PANTALON MUJER,PV,86.0
29539,2019-06-01,91592,PUNTO MANGA LARGA MUJER,PV,14.0
29556,2019-06-01,92892,BOLSO BANDOLERA MUJER,CO,1.0
29557,2019-06-01,92892,BOLSO BANDOLERA MUJER,PV,37.0
29565,2019-06-01,92892,CAMISA HOMBRE,CO,3.0
29566,2019-06-01,92892,CAMISA HOMBRE,PV,188.0
29567,2019-06-01,92892,CAMISA MANGA LARGA MUJER,CO,7.0
29568,2019-06-01,92892,CAMISA MANGA LARGA MUJER,PV,118.0
29569,2019-06-01,92892,CAMISETA MUJER,CO,14.0
29570,2019-06-01,92892,CAMISETA MUJER,PV,314.0
29591,2019-06-01,92892,PANTALON HOMBRE,CO,7.0
29592,2019-06-01,92892,PANTALON HOMBRE,PV,123.0
29593,2019-06-01,92892,PANTALON MUJER,CO,9.0
29594,2019-06-01,92892,PANTALON MUJER,PV,231.0
29609,2019-06-01,92892,PUNTO MANGA LARGA MUJER,CO,2.0
29610,2019-06-01,92892,PUNTO MANGA LARGA MUJER,PV,12.0
29630,2019-06-01,93291,BOLSO BANDOLERA MUJER,PV,4.0
29633,2019-06-01,93291,CAMISA MANGA LARGA MUJER,PV,20.0
29634,2019-06-01,93291,CAMISETA MUJER,PV,63.0
29644,2019-06-01,93291,PANTALON MUJER,PV,34.0
29648,2019-06-01,93291,PUNTO MANGA LARGA MUJER,PV,23.0
29659,2019-06-01,93692,BOLSO BANDOLERA MUJER,PV,16.0
29663,2019-06-01,93692,CAMISA HOMBRE,PV,54.0
29664,2019-06-01,93692,CAMISA MANGA LARGA MUJER,PV,42.0
29665,2019-06-01,93692,CAMISETA MUJER,PV,103.0
29682,2019-06-01,93692,PANTALON HOMBRE,PV,34.0
29683,2019-06-01,93692,PANTALON MUJER,PV,72.0
29691,2019-06-01,93692,PUNTO MANGA LARGA MUJER,PV,20.0
29707,2019-06-01,94191,BOLSO BANDOLERA MUJER,PV,9.0
29711,2019-06-01,94191,CAMISA HOMBRE,PV,65.0
29712,2019-06-01,94191,CAMISA MANGA LARGA MUJER,PV,32.0
29713,2019-06-01,94191,CAMISETA MUJER,PV,76.0
29726,2019-06-01,94191,PANTALON HOMBRE,PV,57.0
29727,2019-06-01,94191,PANTALON MUJER,PV,97.0
29736,2019-06-01,94191,PUNTO MANGA LARGA MUJER,PV,5.0
29754,2019-07-01,0,BOLSO BANDOLERA MUJER,OI,-3.0
29755,2019-07-01,0,BOLSO BANDOLERA MUJER,PV,4.0
29762,2019-07-01,0,CAMISA HOMBRE,OI,35.0
29763,2019-07-01,0,CAMISA HOMBRE,PV,62.0
29764,2019-07-01,0,CAMISA MANGA LARGA MUJER,OI,16.0
29765,2019-07-01,0,CAMISA MANGA LARGA MUJER,PV,76.0
29766,2019-07-01,0,CAMISETA MUJER,OI,21.0
29767,2019-07-01,0,CAMISETA MUJER,PV,85.0
29790,2019-07-01,0,PANTALON HOMBRE,OI,24.0
29791,2019-07-01,0,PANTALON HOMBRE,PV,46.0
29792,2019-07-01,0,PANTALON MUJER,OI,27.0
29793,2019-07-01,0,PANTALON MUJER,PV,123.0
29806,2019-07-01,0,PUNTO MANGA LARGA MUJER,OI,22.0
29807,2019-07-01,0,PUNTO MANGA LARGA MUJER,PV,37.0
29825,2019-07-01,11,BOLSO BANDOLERA MUJER,OI,6.0
29826,2019-07-01,11,BOLSO BANDOLERA MUJER,PV,5.0
29830,2019-07-01,11,CAMISA MANGA LARGA MUJER,PV,59.0
29831,2019-07-01,11,CAMISETA MUJER,PV,271.0
29840,2019-07-01,11,PANTALON MUJER,OI,1.0
29841,2019-07-01,11,PANTALON MUJER,PV,49.0
29846,2019-07-01,11,PUNTO MANGA LARGA MUJER,OI,1.0
29847,2019-07-01,11,PUNTO MANGA LARGA MUJER,PV,77.0
29855,2019-07-01,21,BOLSO BANDOLERA MUJER,OI,2.0
29856,2019-07-01,21,BOLSO BANDOLERA MUJER,PV,2.0
29861,2019-07-01,21,CAMISA MANGA LARGA MUJER,OI,1.0
29862,2019-07-01,21,CAMISA MANGA LARGA MUJER,PV,68.0
29863,2019-07-01,21,CAMISETA MUJER,OI,1.0
29864,2019-07-01,21,CAMISETA MUJER,PV,208.0
29876,2019-07-01,21,PANTALON MUJER,OI,1.0
29877,2019-07-01,21,PANTALON MUJER,PV,69.0
29883,2019-07-01,21,PUNTO MANGA LARGA MUJER,OI,1.0
29884,2019-07-01,21,PUNTO MANGA LARGA MUJER,PV,80.0
29895,2019-07-01,31,BOLSO BANDOLERA MUJER,OI,9.0
29896,2019-07-01,31,BOLSO BANDOLERA MUJER,PV,10.0
29902,2019-07-01,31,CAMISA MANGA LARGA MUJER,OI,4.0
29903,2019-07-01,31,CAMISA MANGA LARGA MUJER,PV,95.0
29904,2019-07-01,31,CAMISETA MUJER,OI,2.0
29905,2019-07-01,31,CAMISETA MUJER,PV,424.0
29915,2019-07-01,31,PANTALON MUJER,OI,2.0
29916,2019-07-01,31,PANTALON MUJER,PV,159.0
29921,2019-07-01,31,PUNTO MANGA LARGA MUJER,OI,1.0
29922,2019-07-01,31,PUNTO MANGA LARGA MUJER,PV,99.0
29932,2019-07-01,35,CAMISA HOMBRE,OI,7.0
29933,2019-07-01,35,CAMISA HOMBRE,PV,252.0
29941,2019-07-01,35,PANTALON HOMBRE,OI,3.0
29942,2019-07-01,35,PANTALON HOMBRE,PV,94.0
29955,2019-07-01,41,BOLSO BANDOLERA MUJER,OI,-1.0
29956,2019-07-01,41,BOLSO BANDOLERA MUJER,PV,4.0
29959,2019-07-01,41,CAMISA MANGA LARGA MUJER,PV,27.0
29960,2019-07-01,41,CAMISETA MUJER,OI,1.0
29961,2019-07-01,41,CAMISETA MUJER,PV,123.0
29968,2019-07-01,41,PANTALON MUJER,PV,38.0
29973,2019-07-01,41,PUNTO MANGA LARGA MUJER,PV,37.0
29980,2019-07-01,45,CAMISA HOMBRE,OI,1.0
29981,2019-07-01,45,CAMISA HOMBRE,PV,77.0
29988,2019-07-01,45,PANTALON HOMBRE,PV,38.0
30000,2019-07-01,51,BOLSO BANDOLERA MUJER,OI,4.0
30001,2019-07-01,51,BOLSO BANDOLERA MUJER,PV,8.0
30007,2019-07-01,51,CAMISA MANGA LARGA MUJER,OI,0.0
30008,2019-07-01,51,CAMISA MANGA LARGA MUJER,PV,85.0
30009,2019-07-01,51,CAMISETA MUJER,OI,1.0
30010,2019-07-01,51,CAMISETA MUJER,PV,260.0
30021,2019-07-01,51,PANTALON MUJER,PV,83.0
30027,2019-07-01,51,PUNTO MANGA LARGA MUJER,PV,104.0
30035,2019-07-01,55,CAMISA HOMBRE,OI,4.0
30036,2019-07-01,55,CAMISA HOMBRE,PV,133.0
30044,2019-07-01,55,PANTALON HOMBRE,PV,82.0
30056,2019-07-01,61,BOLSO BANDOLERA MUJER,OI,3.0
30057,2019-07-01,61,BOLSO BANDOLERA MUJER,PV,3.0
30062,2019-07-01,61,CAMISA MANGA LARGA MUJER,OI,1.0
30063,2019-07-01,61,CAMISA MANGA LARGA MUJER,PV,66.0
30064,2019-07-01,61,CAMISETA MUJER,OI,1.0
30065,2019-07-01,61,CAMISETA MUJER,PV,386.0
30074,2019-07-01,61,PANTALON MUJER,OI,3.0
30075,2019-07-01,61,PANTALON MUJER,PV,94.0
30080,2019-07-01,61,PUNTO MANGA LARGA MUJER,PV,101.0
30090,2019-07-01,65,CAMISA HOMBRE,OI,3.0
30091,2019-07-01,65,CAMISA HOMBRE,PV,166.0
30102,2019-07-01,65,PANTALON HOMBRE,PV,110.0
30112,2019-07-01,66,BOLSO BANDOLERA MUJER,OI,16.0
30113,2019-07-01,66,BOLSO BANDOLERA MUJER,PV,38.0
30134,2019-07-01,71,BOLSO BANDOLERA MUJER,PV,4.0
30139,2019-07-01,71,CAMISA MANGA LARGA MUJER,PV,37.0
30140,2019-07-01,71,CAMISETA MUJER,OI,2.0
30141,2019-07-01,71,CAMISETA MUJER,PV,163.0
30153,2019-07-01,71,PANTALON MUJER,OI,1.0
30154,2019-07-01,71,PANTALON MUJER,PV,47.0
30159,2019-07-01,71,PUNTO MANGA LARGA MUJER,PV,47.0
30169,2019-07-01,81,BOLSO BANDOLERA MUJER,OI,5.0
30170,2019-07-01,81,BOLSO BANDOLERA MUJER,PV,10.0
30176,2019-07-01,81,CAMISA MANGA LARGA MUJER,OI,-1.0
30177,2019-07-01,81,CAMISA MANGA LARGA MUJER,PV,67.0
30178,2019-07-01,81,CAMISETA MUJER,PV,380.0
30188,2019-07-01,81,PANTALON MUJER,PV,93.0
30194,2019-07-01,81,PUNTO MANGA LARGA MUJER,PV,105.0
30204,2019-07-01,85,CAMISA HOMBRE,OI,3.0
30205,2019-07-01,85,CAMISA HOMBRE,PV,209.0
30214,2019-07-01,85,PANTALON HOMBRE,PV,109.0
30224,2019-07-01,91,BOLSO BANDOLERA MUJER,PV,2.0
30228,2019-07-01,91,CAMISA MANGA LARGA MUJER,PV,16.0
30229,2019-07-01,91,CAMISETA MUJER,PV,134.0
30237,2019-07-01,91,PANTALON MUJER,PV,69.0
30241,2019-07-01,91,PUNTO MANGA LARGA MUJER,PV,39.0
30250,2019-07-01,95,CAMISA HOMBRE,OI,1.0
30251,2019-07-01,95,CAMISA HOMBRE,PV,107.0
30261,2019-07-01,95,PANTALON HOMBRE,PV,63.0
30271,2019-07-01,101,BOLSO BANDOLERA MUJER,OI,6.0
30272,2019-07-01,101,BOLSO BANDOLERA MUJER,PV,1.0
30278,2019-07-01,101,CAMISA MANGA LARGA MUJER,PV,27.0
30279,2019-07-01,101,CAMISETA MUJER,OI,1.0
30280,2019-07-01,101,CAMISETA MUJER,PV,113.0
30289,2019-07-01,101,PANTALON MUJER,OI,1.0
30290,2019-07-01,101,PANTALON MUJER,PV,49.0
30296,2019-07-01,101,PUNTO MANGA LARGA MUJER,PV,53.0
30304,2019-07-01,105,CAMISA HOMBRE,PV,54.0
30310,2019-07-01,105,PANTALON HOMBRE,OI,1.0
30311,2019-07-01,105,PANTALON HOMBRE,PV,20.0
30321,2019-07-01,111,BOLSO BANDOLERA MUJER,PV,3.0
30325,2019-07-01,111,CAMISA MANGA LARGA MUJER,OI,0.0
30326,2019-07-01,111,CAMISA MANGA LARGA MUJER,PV,62.0
30327,2019-07-01,111,CAMISETA MUJER,OI,2.0
30328,2019-07-01,111,CAMISETA MUJER,PV,225.0
30339,2019-07-01,111,PANTALON MUJER,PV,67.0
30344,2019-07-01,111,PUNTO MANGA LARGA MUJER,PV,96.0
30353,2019-07-01,115,CAMISA HOMBRE,OI,4.0
30354,2019-07-01,115,CAMISA HOMBRE,PV,194.0
30363,2019-07-01,115,PANTALON HOMBRE,OI,3.0
30364,2019-07-01,115,PANTALON HOMBRE,PV,49.0
30377,2019-07-01,121,BOLSO BANDOLERA MUJER,OI,1.0
30378,2019-07-01,121,BOLSO BANDOLERA MUJER,PV,2.0
30382,2019-07-01,121,CAMISA MANGA LARGA MUJER,PV,35.0
30383,2019-07-01,121,CAMISETA MUJER,PV,85.0
30392,2019-07-01,121,PANTALON MUJER,PV,35.0
30397,2019-07-01,121,PUNTO MANGA LARGA MUJER,PV,41.0
30408,2019-07-01,131,BOLSO BANDOLERA MUJER,OI,1.0
30409,2019-07-01,131,BOLSO BANDOLERA MUJER,PV,2.0
30414,2019-07-01,131,CAMISA MANGA LARGA MUJER,PV,34.0
30415,2019-07-01,131,CAMISETA MUJER,PV,164.0
30425,2019-07-01,131,PANTALON MUJER,OI,2.0
30426,2019-07-01,131,PANTALON MUJER,PV,42.0
30430,2019-07-01,131,PUNTO MANGA LARGA MUJER,PV,41.0
30439,2019-07-01,135,CAMISA HOMBRE,OI,7.0
30440,2019-07-01,135,CAMISA HOMBRE,PV,98.0
30448,2019-07-01,135,PANTALON HOMBRE,PV,38.0
30457,2019-07-01,141,BOLSO BANDOLERA MUJER,OI,2.0
30458,2019-07-01,141,BOLSO BANDOLERA MUJER,PV,2.0
30462,2019-07-01,141,CAMISA MANGA LARGA MUJER,OI,1.0
30463,2019-07-01,141,CAMISA MANGA LARGA MUJER,PV,42.0
30464,2019-07-01,141,CAMISETA MUJER,OI,1.0
30465,2019-07-01,141,CAMISETA MUJER,PV,122.0
30475,2019-07-01,141,PANTALON MUJER,OI,1.0
30476,2019-07-01,141,PANTALON MUJER,PV,29.0
30481,2019-07-01,141,PUNTO MANGA LARGA MUJER,PV,27.0
30491,2019-07-01,145,CAMISA HOMBRE,OI,3.0
30492,2019-07-01,145,CAMISA HOMBRE,PV,102.0
30498,2019-07-01,145,PANTALON HOMBRE,OI,1.0
30499,2019-07-01,145,PANTALON HOMBRE,PV,69.0
30507,2019-07-01,151,BOLSO BANDOLERA MUJER,OI,1.0
30508,2019-07-01,151,BOLSO BANDOLERA MUJER,PV,4.0
30511,2019-07-01,151,CAMISA MANGA LARGA MUJER,PV,27.0
30512,2019-07-01,151,CAMISETA MUJER,PV,103.0
30520,2019-07-01,151,PANTALON MUJER,PV,29.0
30524,2019-07-01,151,PUNTO MANGA LARGA MUJER,PV,40.0
30532,2019-07-01,155,CAMISA HOMBRE,PV,81.0
30539,2019-07-01,155,PANTALON HOMBRE,OI,1.0
30540,2019-07-01,155,PANTALON HOMBRE,PV,41.0
30547,2019-07-01,171,BOLSO BANDOLERA MUJER,OI,4.0
30548,2019-07-01,171,BOLSO BANDOLERA MUJER,PV,4.0
30553,2019-07-01,171,CAMISA MANGA LARGA MUJER,PV,30.0
30554,2019-07-01,171,CAMISETA MUJER,OI,-1.0
30555,2019-07-01,171,CAMISETA MUJER,PV,149.0
30564,2019-07-01,171,PANTALON MUJER,PV,46.0
30569,2019-07-01,171,PUNTO MANGA LARGA MUJER,PV,33.0
30579,2019-07-01,181,BOLSO BANDOLERA MUJER,PV,1.0
30583,2019-07-01,181,CAMISA MANGA LARGA MUJER,OI,0.0
30584,2019-07-01,181,CAMISA MANGA LARGA MUJER,PV,24.0
30585,2019-07-01,181,CAMISETA MUJER,PV,110.0
30594,2019-07-01,181,PANTALON MUJER,OI,1.0
30595,2019-07-01,181,PANTALON MUJER,PV,36.0
30601,2019-07-01,181,PUNTO MANGA LARGA MUJER,PV,43.0
30611,2019-07-01,185,CAMISA HOMBRE,OI,5.0
30612,2019-07-01,185,CAMISA HOMBRE,PV,120.0
30622,2019-07-01,185,PANTALON HOMBRE,OI,4.0
30623,2019-07-01,185,PANTALON HOMBRE,PV,69.0
30634,2019-07-01,191,BOLSO BANDOLERA MUJER,PV,1.0
30638,2019-07-01,191,CAMISA MANGA LARGA MUJER,PV,30.0
30639,2019-07-01,191,CAMISETA MUJER,PV,141.0
30648,2019-07-01,191,PANTALON MUJER,PV,57.0
30653,2019-07-01,191,PUNTO MANGA LARGA MUJER,PV,57.0
30663,2019-07-01,201,BOLSO BANDOLERA MUJER,OI,2.0
30664,2019-07-01,201,BOLSO BANDOLERA MUJER,PV,6.0
30668,2019-07-01,201,CAMISA MANGA LARGA MUJER,OI,1.0
30669,2019-07-01,201,CAMISA MANGA LARGA MUJER,PV,30.0
30670,2019-07-01,201,CAMISETA MUJER,OI,2.0
30671,2019-07-01,201,CAMISETA MUJER,PV,201.0
30681,2019-07-01,201,PANTALON MUJER,OI,1.0
30682,2019-07-01,201,PANTALON MUJER,PV,47.0
30688,2019-07-01,201,PUNTO MANGA LARGA MUJER,OI,2.0
30689,2019-07-01,201,PUNTO MANGA LARGA MUJER,PV,58.0
30697,2019-07-01,205,CAMISA HOMBRE,OI,3.0
30698,2019-07-01,205,CAMISA HOMBRE,PV,202.0
30708,2019-07-01,205,PANTALON HOMBRE,OI,1.0
30709,2019-07-01,205,PANTALON HOMBRE,PV,106.0
30721,2019-07-01,211,PANTALON MUJER,PV,-4.0
30722,2019-07-01,211,PUNTO MANGA LARGA MUJER,PV,-1.0
30726,2019-07-01,215,CAMISA HOMBRE,OI,2.0
30727,2019-07-01,215,CAMISA HOMBRE,PV,65.0
30732,2019-07-01,215,PANTALON HOMBRE,PV,23.0
30740,2019-07-01,221,BOLSO BANDOLERA MUJER,OI,1.0
30741,2019-07-01,221,BOLSO BANDOLERA MUJER,PV,1.0
30745,2019-07-01,221,CAMISA MANGA LARGA MUJER,PV,21.0
30746,2019-07-01,221,CAMISETA MUJER,PV,88.0
30753,2019-07-01,221,PANTALON MUJER,PV,37.0
30757,2019-07-01,221,PUNTO MANGA LARGA MUJER,PV,35.0
30765,2019-07-01,231,BOLSO BANDOLERA MUJER,OI,6.0
30766,2019-07-01,231,BOLSO BANDOLERA MUJER,PV,3.0
30771,2019-07-01,231,CAMISA MANGA LARGA MUJER,OI,1.0
30772,2019-07-01,231,CAMISA MANGA LARGA MUJER,PV,36.0
30773,2019-07-01,231,CAMISETA MUJER,PV,124.0
30781,2019-07-01,231,PANTALON MUJER,OI,1.0
30782,2019-07-01,231,PANTALON MUJER,PV,16.0
30788,2019-07-01,231,PUNTO MANGA LARGA MUJER,PV,41.0
30797,2019-07-01,235,CAMISA HOMBRE,OI,3.0
30798,2019-07-01,235,CAMISA HOMBRE,PV,115.0
30805,2019-07-01,235,PANTALON HOMBRE,PV,48.0
30814,2019-07-01,261,CAMISA MANGA LARGA MUJER,PV,-2.0
30815,2019-07-01,261,CAMISETA MUJER,PV,-1.0
30816,2019-07-01,261,PANTALON MUJER,PV,-1.0
30821,2019-07-01,291,BOLSO BANDOLERA MUJER,OI,2.0
30822,2019-07-01,291,BOLSO BANDOLERA MUJER,PV,1.0
30825,2019-07-01,291,CAMISA MANGA LARGA MUJER,PV,18.0
30826,2019-07-01,291,CAMISETA MUJER,PV,90.0
30837,2019-07-01,291,PANTALON MUJER,PV,47.0
30841,2019-07-01,291,PUNTO MANGA LARGA MUJER,PV,24.0
30848,2019-07-01,295,CAMISA HOMBRE,PV,46.0
30853,2019-07-01,295,PANTALON HOMBRE,PV,18.0
30863,2019-07-01,331,BOLSO BANDOLERA MUJER,OI,6.0
30864,2019-07-01,331,BOLSO BANDOLERA MUJER,PV,3.0
30867,2019-07-01,331,CAMISA MANGA LARGA MUJER,PV,19.0
30868,2019-07-01,331,CAMISETA MUJER,PV,67.0
30874,2019-07-01,331,PANTALON MUJER,PV,43.0
30879,2019-07-01,331,PUNTO MANGA LARGA MUJER,PV,23.0
30886,2019-07-01,335,CAMISA HOMBRE,PV,44.0
30892,2019-07-01,335,PANTALON HOMBRE,PV,12.0
30902,2019-07-01,361,BOLSO BANDOLERA MUJER,OI,4.0
30903,2019-07-01,361,BOLSO BANDOLERA MUJER,PV,7.0
30909,2019-07-01,361,CAMISA MANGA LARGA MUJER,OI,1.0
30910,2019-07-01,361,CAMISA MANGA LARGA MUJER,PV,33.0
30911,2019-07-01,361,CAMISETA MUJER,PV,100.0
30919,2019-07-01,361,PANTALON MUJER,OI,1.0
30920,2019-07-01,361,PANTALON MUJER,PV,40.0
30926,2019-07-01,361,PUNTO MANGA LARGA MUJER,PV,43.0
30935,2019-07-01,365,CAMISA HOMBRE,PV,-3.0
30937,2019-07-01,365,PANTALON HOMBRE,PV,-3.0
30943,2019-07-01,371,BOLSO BANDOLERA MUJER,OI,1.0
30944,2019-07-01,371,BOLSO BANDOLERA MUJER,PV,0.0
30949,2019-07-01,371,CAMISA MANGA LARGA MUJER,PV,40.0
30950,2019-07-01,371,CAMISETA MUJER,PV,128.0
30957,2019-07-01,371,PANTALON MUJER,PV,30.0
30963,2019-07-01,371,PUNTO MANGA LARGA MUJER,PV,33.0
30971,2019-07-01,375,CAMISA HOMBRE,OI,2.0
30972,2019-07-01,375,CAMISA HOMBRE,PV,126.0
30981,2019-07-01,375,PANTALON HOMBRE,OI,1.0
30982,2019-07-01,375,PANTALON HOMBRE,PV,41.0
30991,2019-07-01,376,BOLSO BANDOLERA MUJER,OI,10.0
30992,2019-07-01,376,BOLSO BANDOLERA MUJER,PV,8.0
31006,2019-07-01,902,BOLSO BANDOLERA MUJER,PV,1.0
31015,2019-07-01,971,BOLSO BANDOLERA MUJER,PV,1.0
31020,2019-07-01,971,CAMISA MANGA LARGA MUJER,PV,13.0
31021,2019-07-01,971,CAMISETA MUJER,OI,1.0
31022,2019-07-01,971,CAMISETA MUJER,PV,43.0
31030,2019-07-01,971,PANTALON MUJER,OI,1.0
31031,2019-07-01,971,PANTALON MUJER,PV,15.0
31036,2019-07-01,971,PUNTO MANGA LARGA MUJER,PV,9.0
31044,2019-07-01,975,CAMISA HOMBRE,PV,64.0
31049,2019-07-01,975,PANTALON HOMBRE,PV,22.0
31062,2019-07-01,981,BOLSO BANDOLERA MUJER,OI,5.0
31063,2019-07-01,981,BOLSO BANDOLERA MUJER,PV,2.0
31068,2019-07-01,981,CAMISA MANGA LARGA MUJER,PV,20.0
31069,2019-07-01,981,CAMISETA MUJER,PV,103.0
31076,2019-07-01,981,PANTALON MUJER,OI,1.0
31077,2019-07-01,981,PANTALON MUJER,PV,39.0
31082,2019-07-01,981,PUNTO MANGA LARGA MUJER,PV,38.0
31094,2019-07-01,1389,CAMISA HOMBRE,OI,2.0
31095,2019-07-01,1389,CAMISA HOMBRE,PV,18.0
31096,2019-07-01,1389,CAMISA MANGA LARGA MUJER,OI,4.0
31097,2019-07-01,1389,CAMISA MANGA LARGA MUJER,PV,4.0
31098,2019-07-01,1389,CAMISETA MUJER,OI,1.0
31099,2019-07-01,1389,CAMISETA MUJER,PV,6.0
31106,2019-07-01,1389,PANTALON HOMBRE,OI,2.0
31107,2019-07-01,1389,PANTALON HOMBRE,PV,4.0
31108,2019-07-01,1389,PANTALON MUJER,PV,15.0
31115,2019-07-01,1389,PUNTO MANGA LARGA MUJER,PV,4.0
31125,2019-07-01,2511,BOLSO BANDOLERA MUJER,OI,0.0
31126,2019-07-01,2511,BOLSO BANDOLERA MUJER,PV,5.0
31129,2019-07-01,2511,CAMISA MANGA LARGA MUJER,PV,23.0
31130,2019-07-01,2511,CAMISETA MUJER,PV,119.0
31139,2019-07-01,2511,PANTALON MUJER,PV,33.0
31143,2019-07-01,2511,PUNTO MANGA LARGA MUJER,PV,25.0
31149,2019-07-01,3209,BOLSO BANDOLERA MUJER,PV,0.0
31150,2019-07-01,3209,CAMISA MANGA LARGA MUJER,OI,3.0
31151,2019-07-01,3209,CAMISA MANGA LARGA MUJER,PV,4.0
31152,2019-07-01,3209,CAMISETA MUJER,PV,1.0
31159,2019-07-01,3209,PANTALON HOMBRE,OI,2.0
31160,2019-07-01,3209,PANTALON MUJER,OI,1.0
31161,2019-07-01,3209,PANTALON MUJER,PV,1.0
31171,2019-07-01,3229,BOLSO BANDOLERA MUJER,PV,1.0
31172,2019-07-01,3229,CAMISA HOMBRE,PV,2.0
31173,2019-07-01,3229,CAMISA MANGA LARGA MUJER,PV,4.0
31174,2019-07-01,3229,CAMISETA MUJER,PV,2.0
31179,2019-07-01,3229,PANTALON HOMBRE,PV,3.0
31180,2019-07-01,3229,PANTALON MUJER,OI,2.0
31185,2019-07-01,3229,PUNTO MANGA LARGA MUJER,PV,3.0
31193,2019-07-01,3239,CAMISA HOMBRE,OI,2.0
31194,2019-07-01,3239,CAMISA HOMBRE,PV,7.0
31195,2019-07-01,3239,CAMISA MANGA LARGA MUJER,OI,2.0
31196,2019-07-01,3239,CAMISA MANGA LARGA MUJER,PV,5.0
31197,2019-07-01,3239,CAMISETA MUJER,OI,4.0
31198,2019-07-01,3239,CAMISETA MUJER,PV,8.0
31210,2019-07-01,3239,PANTALON HOMBRE,OI,7.0
31211,2019-07-01,3239,PANTALON HOMBRE,PV,4.0
